10
20
810.666647,31.042842,9.422153,1.065604,551.338105,69.172824,10.260841,9.947458,317.345588,98.733959
-8.640057,1.505887,-6.395721,-0.145129,3.607728,-3.565036,5.155499,5.763485,-4.599308,6.324315,8.275026,-5.382162,5.706461,-3.955713,9.953970,4.129956,-2.013723,3.088618,-4.350802,-6.098611
3.940108,5.001870,9.556356,7.607957,9.347679,8.443239,4.308282,8.785344,9.181446,3.080294,6.160339,9.793420,8.257944,7.782265,5.228112,5.381421,1.677998,3.048087,3.474989,4.108310
-6.224997,1.525193,6.582081,-0.180710,1.479163,0.712037,7.805566,-5.432219,6.361235,-8.293044,1.101354,-4.745720,-9.278920,-4.214297,-6.195322,7.261610,3.137442,-8.894557,5.442602,7.760318
4.983536,3.889082,-2.355438,-5.620659,-6.374427,-0.848776,-1.069355,-0.874450,6.058579,-0.193736,2.900552,-2.416228,-3.611655,-7.280158,9.062935,7.100382,-9.474592,-6.369284,3.461616,-7.767637
-7.046557,-9.482227,-7.479426,-9.784946,3.655215,-6.373983,5.657656,1.415533,6.198879,0.641191,-4.695386,-6.156559,5.020532,-1.069813,2.994666,-6.048823,8.055737,-0.946755,3.757441,0.956289
3.676131,5.699952,7.246168,4.201538,9.330667,0.707785,6.433902,4.062737,-0.576319,9.387345,4.580510,1.944254,9.602399,-1.764275,5.570271,5.260055,9.651257,1.769150,-4.098754,-5.044129
-9.078222,3.886059,-1.392743,-5.127045,1.941796,7.660502,8.630396,-7.101916,4.297519,8.776183,6.574215,-0.002529,6.022351,0.775753,-0.671862,-3.269864,-2.790345,-6.609125,6.153816,-3.402999
-1.901929,-3.800600,-3.792890,-6.331659,-8.540545,-4.141633,5.437492,-2.639299,0.814238,1.050083,-1.717521,-5.299703,9.657340,3.155435,6.642093,7.317842,1.785831,9.540177,1.615361,0.562014
-8.387168,-3.415635,-3.109854,0.940970,3.314501,4.099801,4.331844,-0.531682,-9.303198,2.303229,7.566388,-3.103798,8.510339,-8.765270,-1.644343,-5.631294,6.672221,5.716358,5.182944,-2.277695
-2.620355,7.154272,6.525334,-5.302513,-1.059897,6.065511,6.312849,9.502117,2.179903,7.925681,-3.913517,9.070048,-1.133350,9.400984,3.169849,-6.801505,-1.130699,3.866651,5.501724,-3.564311
4.012063,-2.329581,-0.881490,8.380768,-5.657360,-5.165132,3.563712,2.064945,-1.166295,3.446953,9.444589,-4.012022,-0.027713,-5.857923,4.928081,-3.962203,-9.545075,4.430198,8.217700,8.380606
