10
20
412.465759,128.483854,277.314975,147.241133,87.491867,126.854536,27.456106,104.417617,355.492821,121.146336
5.951150,-9.982762,-3.955345,-7.580184,-2.306862,5.516928,8.096340,7.864702,-8.662387,5.577325,-4.319628,-7.870719,-0.175771,-8.306481,-3.242450,-5.615259,-3.013311,-8.344223,3.718615,1.353197
1.136583,4.449260,8.346609,2.205827,1.264981,2.585465,2.395505,1.191882,6.052910,1.980466,3.038998,4.230928,1.988223,5.759093,5.319845,5.450135,3.741711,4.463198,4.489251,4.343637
3.434264,-0.440415,3.097550,5.127782,6.317135,7.482291,-7.885528,7.972912,1.200906,3.467669,8.276428,8.865930,-0.206533,-9.043955,9.454777,3.316723,-5.942832,9.881182,-5.454587,-3.764019
1.725253,-1.567967,4.988053,-8.675091,8.321222,-8.919256,-0.979095,-3.924887,-1.488953,2.294226,9.509377,8.070632,-4.608224,4.637160,4.387768,-7.125933,6.751631,2.360679,4.074973,0.219300
2.940903,-9.987233,1.593153,2.395680,3.329491,5.650320,2.276862,7.874904,-8.113699,6.689152,-0.399843,0.318334,1.677205,0.925065,-1.360444,2.757948,9.945970,4.714669,-8.731004,2.240196
9.339628,7.631972,-1.138794,3.727396,-9.493961,-4.387163,-3.911925,4.581012,5.832137,6.725182,-2.478085,5.844905,-1.681665,9.917596,-0.825605,-6.031345,2.194458,-2.950701,-4.145043,-1.116390
6.173291,-9.439185,-2.425479,-5.187154,3.318763,-2.479509,9.527516,4.587759,9.760687,3.751562,3.927387,7.392659,-7.387232,-2.345218,7.898698,-1.774395,3.742857,2.479710,-5.942258,0.468040
9.902646,8.786375,9.919221,-0.922959,-7.244970,2.113679,6.126340,-1.390014,-9.002711,2.775796,-5.216723,-8.441897,-9.649684,-0.403877,4.876866,-2.129193,-0.876361,-0.535375,-2.368505,-7.124800
-4.975847,-4.512032,1.046794,-7.077149,3.713573,-5.210349,5.402561,7.771315,5.257690,5.404186,7.673961,4.044065,5.323407,-3.248998,6.799095,-2.562914,-7.122658,-4.590919,-1.565625,5.653138
-0.007522,6.003454,9.788481,-5.130656,-6.125738,-1.087880,4.333968,1.505756,1.787320,7.725980,6.529910,7.275288,-1.227227,9.452761,0.988861,3.562424,4.855322,-1.239824,-1.179886,0.259508
-7.135821,-4.417085,3.185139,9.663273,3.020001,6.062481,-4.927646,-8.545624,1.715619,5.264712,1.446853,-2.280926,5.053193,6.316197,1.593335,-6.034687,0.650165,-6.900908,5.752634,-1.623855
