10
20
427.679925,2.626735,370.092223,60.222717,6.603692,61.203877,138.889930,3.144866,70.687782,2.984926
-2.922259,-4.159432,-0.204639,-0.541715,1.967903,-5.253771,1.833041,-8.611102,2.770754,-8.692401,7.530873,0.657625,-6.287243,-0.506263,-8.398073,-3.167127,-0.922121,-6.382326,1.925730,-0.597940
2.725971,8.153290,4.342874,2.840224,5.348188,2.906291,2.586045,6.808381,8.631944,3.812835,9.994147,2.816928,6.441090,5.402060,7.073156,2.826646,7.537863,3.398025,3.451650,4.284702
-7.021015,7.956964,0.349299,2.472723,9.558891,7.182173,-8.449399,-6.823434,-0.892097,0.952661,-2.987943,-4.995898,8.381270,1.101444,4.666743,-7.382528,4.625989,-2.425743,9.577348,-9.123267
2.968044,7.343605,7.110869,7.027258,1.872190,-7.560188,-7.524630,9.171528,-0.923645,-4.545645,7.128492,9.425654,7.927077,6.687384,6.607826,9.477678,9.863949,-4.284271,0.430339,-3.123993
-1.188391,7.977451,-4.613425,1.429081,2.603440,2.960832,1.006430,3.480173,-9.477918,4.621396,-3.551783,7.865688,1.732265,-6.524525,-0.262122,4.172077,-4.049155,-1.090594,-6.751568,1.405199
-7.325915,-0.667724,-7.274718,9.281912,-1.190045,-7.410769,-5.002359,9.240294,-0.534762,5.717473,-1.948097,-2.557311,-8.895952,9.480984,-9.953871,4.064879,0.487414,3.526302,4.586962,-4.891190
6.841074,-6.550006,-7.809473,1.013151,-0.599161,1.099933,4.261583,-9.193962,7.137831,6.935668,0.138314,9.863113,6.217580,8.948269,-7.547656,-8.784779,8.188562,1.917582,6.932694,-3.759534
8.036741,-4.278550,9.406399,2.101621,6.208864,2.932701,-3.311417,-8.682326,2.907220,9.141232,8.158748,6.357214,-8.668240,-0.828101,-4.241947,2.431693,-6.566518,-3.435910,-0.430476,-9.630850
-0.567363,6.586730,5.650673,1.884982,7.801951,3.839236,-6.197436,4.734645,-9.920299,-6.837166,2.771386,-4.198849,-7.430766,-5.126993,-7.989985,5.501935,1.561589,-6.672311,-1.590845,0.702822
2.034581,0.658336,0.524421,-5.533726,4.091817,7.088512,4.035798,4.460968,3.790916,-6.531564,1.047698,-0.558411,5.353417,-1.150351,-6.719175,9.155981,-6.415706,-6.639474,-7.681185,6.355680
-5.111951,-8.771313,1.171692,-9.610016,2.790276,4.499380,-1.200861,-6.506902,5.985817,3.565508,5.527679,-3.355847,-5.910071,9.993953,-9.264030,-8.821559,4.029751,5.196938,4.969357,7.498187
