10
20
530.665895,98.510201,77.110055,7.343700,144.718268,63.011161,5.839935,15.578586,5.558769,338.772529
-7.116071,-2.293474,-2.191888,-2.628369,-1.666914,6.199537,9.467224,9.826651,7.465901,-7.254909,0.771157,-6.107588,-9.576875,-5.381083,5.679375,-2.429989,1.007400,6.090919,5.042864,-6.932009
1.582600,4.843781,6.157628,4.396178,5.191953,4.992174,5.272309,6.308756,8.137025,5.828565,5.194915,9.434793,9.296501,8.708566,3.752027,4.046390,6.998357,3.512278,3.968383,5.858013
7.367564,4.687997,-1.248943,-8.013519,0.367371,6.321068,2.993881,-3.541710,1.363932,6.061872,-2.247042,9.905666,-2.476733,5.300020,-0.778883,6.394765,-5.205959,-8.981648,2.254821,5.524184
0.998806,3.960854,-2.529469,7.114422,-9.269391,-9.199785,-7.302737,-2.672984,1.595799,1.025195,-5.305420,-3.716204,9.776251,-3.318939,6.651167,6.097319,9.674943,-6.890542,-2.538749,5.736815
-2.633083,-6.739919,-3.837564,6.588034,9.654846,0.956476,7.606385,1.909667,-3.519339,-2.053229,-7.091527,-9.558485,5.417302,-9.977105,-8.827876,6.217517,-7.279842,-1.500860,-2.186684,3.745353
3.521604,9.874782,0.748279,-0.381077,9.549724,3.857737,7.080174,5.286539,-5.279848,-5.552909,8.546620,0.882588,-8.964875,8.201467,-8.160936,8.641511,0.111134,-1.680275,-3.411718,3.019607
-7.994416,3.042502,-0.066636,8.223101,5.762660,8.432504,-3.963583,-0.491987,1.626224,-9.866471,-6.970383,1.501006,0.881808,2.648541,1.050731,-5.260456,-0.271285,-3.662730,-0.540304,4.175807
-9.657716,5.210932,-6.914643,-7.818652,3.852442,3.196491,0.501073,-9.559276,-3.783903,9.262312,-7.553692,9.258599,-0.804324,-9.330592,5.021260,-2.371820,-3.294175,-5.470727,9.254404,-3.160646
7.721162,-9.792569,-8.193859,-7.539294,-0.063854,-1.856590,1.920402,-5.888048,3.027300,2.262686,9.322884,6.112657,4.444035,3.175326,-0.690853,-5.054892,3.616050,5.525245,-5.792580,6.062358
3.403096,6.731767,-0.194896,-8.968724,-6.562408,4.334377,-9.714320,0.276946,-8.106733,1.041090,-2.001893,-7.899303,2.847231,0.458813,2.036843,-9.009359,-7.620785,6.148795,4.017941,4.641902
-0.914063,-1.352994,9.439746,4.031044,-7.736944,4.964990,8.238464,8.325414,-0.251166,1.641560,5.057181,9.553938,2.672836,8.494773,3.888315,2.958515,-1.228281,5.781581,-6.000395,6.769826
