50
100
2981.925145,343.254619,20.764514,19.865249,330.191616,1.870687,66.987117,5.398198,9.557687,69.931938,625.760947,5.310658,349.297712,433.909505,50.812830,6.487155,236.336075,86.509058,374.790003,122.230690,193.982938,4.847941,160.164603,137.034208,386.870140,1.498364,1.769164,5.718948,438.007435,267.650167,338.534312,221.429645,3.475756,208.290816,279.544596,8.389685,410.240959,6.165205,4.818438,9.324238,5.998358,5.663785,8.100068,30.390573,541.078726,20.881053,4.314601,4.614777,148.161814,7.994329
4.074973,0.219300,0.637108,2.940903,-9.987233,1.593153,2.395680,3.329491,5.650320,2.276862,7.874904,-8.113699,6.689152,-0.399843,0.318334,1.677205,0.925065,-1.360444,2.757948,9.945970,4.714669,-8.731004,2.240196,4.224046,9.339628,7.631972,-1.138794,3.727396,-9.493961,-4.387163,-3.911925,4.581012,5.832137,6.725182,-2.478085,5.844905,-1.681665,9.917596,-0.825605,-6.031345,2.194458,-2.950701,-4.145043,-1.116390,6.649455,6.173291,-9.439185,-2.425479,-5.187154,3.318763,-2.479509,9.527516,4.587759,9.760687,3.751562,3.927387,7.392659,-7.387232,-2.345218,7.898698,-1.774395,3.742857,2.479710,-5.942258,0.468040,-9.998375,9.902646,8.786375,9.919221,-0.922959,-7.244970,2.113679,6.126340,-1.390014,-9.002711,2.775796,-5.216723,-8.441897,-9.649684,-0.403877,4.876866,-2.129193,-0.876361,-0.535375,-2.368505,-7.124800,-6.607989,-4.975847,-4.512032,1.046794,-7.077149,3.713573,-5.210349,5.402561,7.771315,5.257690,5.404186,7.673961,4.044065,5.323407
4.037951,8.559593,4.346689,2.294804,3.434086,4.795469,8.043912,5.586561,5.496615,8.201554,9.904817,3.191205,2.743418,5.010454,7.450286,6.177590,6.304294,8.976691,8.438459,8.773880,4.947748,9.753742,5.944988,7.103091,7.684895,4.942079,4.969051,5.616779,3.895361,2.288880,3.512312,6.933312,9.848473,6.859000,8.228117,3.282559,1.654469,6.272029,7.869121,6.151084,4.473583,7.773937,8.342289,6.217001,2.784391,5.792574,2.394591,8.088685,4.769265,9.833051,6.862565,8.717013,9.586793,2.807552,5.820104,7.271688,6.749632,9.789155,2.888467,9.644993,2.078036,5.400778,6.578305,1.926508,2.259779,4.806422,4.209068,2.914248,1.078451,2.078188,8.065332,4.552034,8.852125,6.407621,9.769035,1.636516,2.200195,2.163626,8.725202,5.969460,1.996677,5.587767,4.686473,1.583470,7.395319,9.506577,7.855158,4.144951,9.295732,9.743624,3.789944,1.373768,5.144403,9.368249,2.300276,6.404182,4.174671,5.509344,8.318429,4.253122
1.963914,5.122567,-0.134093,-6.019151,4.609311,1.280388,-3.352051,7.195146,-1.552497,7.691193,9.409983,8.642540,-4.116644,-9.293418,2.854360,-5.213139,5.940266,9.843140,-6.778178,5.370542,-3.956986,-5.947584,-5.419674,-5.360877,-3.058081,6.589618,1.693948,6.962684,2.852795,8.923107,-0.620577,-5.183291,4.045675,9.245330,-1.202443,-1.345015,0.525718,5.445506,-4.149868,8.973220,3.136699,-4.739885,7.615760,9.020056,-4.033303,0.470120,-6.193083,-8.093037,0.313260,-2.971262,7.277506,6.356274,1.081155,-8.142168,-9.004602,8.023074,8.447450,2.689346,4.985758,1.300245,1.612453,-5.634820,6.116954,-4.341873,-6.389490,-5.085489,4.313113,4.136228,-9.639983,-9.836755,3.109448,3.496716,-4.576641,0.725208,2.516772,1.390057,-8.804671,6.323689,3.297020,1.508589,-6.647572,0.574526,-2.135137,4.433583,2.432357,-1.139739,2.456657,0.879807,-8.450394,-2.557586,-7.819948,3.162059,1.807595,8.297005,8.820187,5.418105,-6.788484,3.133299,-0.445667,-6.428467
-7.336219,7.068250,8.719903,3.388989,-0.414978,0.109960,4.584318,-4.091289,-6.593020,-3.907094,-0.738861,3.981506,3.957769,-6.305278,-3.586137,-7.181970,6.151378,7.293670,-5.632364,-6.406208,9.473721,7.529695,5.401387,7.770726,6.349882,0.819492,-9.017758,-0.516819,-9.626176,-5.446224,-7.220274,-6.962395,-8.377975,-8.500371,6.426594,1.207047,1.609589,1.010912,7.115758,5.016569,7.103818,-3.623103,-1.001926,1.061587,0.071619,5.411937,3.879617,-3.777003,2.705607,8.247253,-0.183211,2.179328,5.776948,-4.781824,-0.049946,2.126830,6.037668,0.932297,-8.389988,6.411493,5.486072,-5.610263,9.449098,7.108098,-4.110634,5.875692,-1.684855,7.498955,-3.113396,-4.569097,2.515524,-6.009579,1.807800,-8.486402,5.052008,-8.120581,6.925535,-1.068375,-1.897584,-0.368858,-2.821123,7.919205,-8.189530,-7.044175,-6.862618,1.760524,5.082655,9.175050,-7.307179,6.692667,5.586543,8.178893,-8.917596,5.035641,5.286991,-3.028230,0.911333,-6.397864,-5.529275,7.797937
6.986248,-8.211642,-9.159161,8.499846,6.840366,-7.279742,5.425382,-4.228009,0.822674,-4.943477,2.950868,-1.258121,-3.133007,5.906693,1.879261,8.627517,0.989349,1.054311,-8.679661,-2.317984,-3.359146,9.499232,-1.235580,-8.323505,4.786223,5.736190,2.587828,8.388359,-9.793086,0.385765,-2.578603,7.193163,2.174123,-1.737764,5.693009,-0.985511,0.982494,1.118391,4.786479,-8.194833,6.174914,-2.262653,0.547046,-6.958093,-6.355960,-7.573693,-8.330575,4.633389,3.480618,-7.010237,-7.684595,-9.878528,-7.511005,1.079824,-8.202033,7.275218,-3.183986,4.385795,5.663577,-2.977072,-5.228440,-6.915026,-5.783909,6.945682,1.347210,9.909101,-4.039829,-7.670296,1.027491,-9.253350,-5.865129,-2.797594,-1.516003,4.681917,0.244313,2.128037,7.108224,1.913738,-3.238574,0.588842,4.903501,-0.923169,0.710314,7.392497,-9.843345,2.508281,4.667715,-3.027331,-3.105924,0.331292,3.995598,1.665636,3.416266,8.211689,-1.388682,-5.236523,8.120790,4.571489,-2.906819,-0.851719
1.228052,6.350687,-6.197863,-4.090031,-3.405000,5.930174,-6.981807,8.508738,-7.308400,3.607035,3.412239,1.768431,-5.682651,0.804735,1.925086,6.825630,-4.527550,8.897755,-6.280294,5.803742,2.893353,5.385341,-0.779991,1.105042,-6.003341,3.983485,-0.774168,8.568149,-8.923334,8.374113,3.886288,2.304718,4.724799,7.688425,8.214687,-8.680201,3.618598,-8.767120,9.828537,6.310199,4.839916,3.240776,-1.921370,9.157265,-5.954489,-9.996284,5.982894,-0.482039,8.901471,9.702600,-4.678296,1.794824,5.087941,4.541712,-7.100134,9.084600,-1.474802,2.125698,7.652749,-0.398136,0.499810,1.539037,-8.093418,-4.775390,-0.772539,-9.878731,-3.455591,-7.153940,-8.645850,-3.627054,9.156258,6.194065,9.613721,-2.765112,5.351330,-6.340768,-2.761396,1.334224,3.177194,-3.859925,1.036824,8.498897,7.934900,-3.875236,3.040609,-9.165234,-4.790635,-8.434193,2.960463,-7.137886,1.167671,-6.539726,4.401150,3.074253,-1.315117,-6.371388,3.195523,5.229292,-3.525329,4.549672
-4.369070,0.743738,-8.784041,2.865818,-3.904933,-5.124808,-9.895578,7.429291,8.052385,-3.755502,-1.533885,6.551282,-5.820603,4.590879,-0.408108,-4.985837,9.800244,1.157699,7.974626,-7.337642,-7.674630,-8.565100,7.063508,5.399623,0.119783,-9.307880,-1.404854,-4.650925,-2.833209,-6.855182,-3.048687,2.797721,3.888556,-1.832727,-4.336461,9.983623,3.042464,-4.232039,7.412914,1.094850,2.012459,-4.120971,-2.353868,6.191856,-9.530092,7.238024,-8.793982,-9.729847,-1.604277,9.180644,-7.067490,0.721093,-9.384456,9.996018,-3.879284,0.735327,-9.311862,4.715862,6.084402,-2.145071,7.860680,-6.964284,-9.347350,1.749236,1.202989,-3.683811,1.732859,-5.754547,2.084150,-0.854227,5.340303,-5.903392,5.024802,-7.013565,-9.711536,5.494710,-9.775541,-8.505517,5.764863,-1.379819,-9.324873,8.697373,9.341274,-8.709329,8.693391,-4.538010,2.025998,9.381529,-9.822147,-1.889599,-2.763542,8.038533,1.146116,-2.110892,-0.212232,-7.650895,4.205297,-8.479373,-3.405442,-3.710554
0.386055,-4.308798,-5.078704,0.674519,-8.814088,-4.854246,2.169002,6.950775,3.765936,2.844129,5.648148,3.107210,4.134800,4.341540,8.569200,-3.839202,3.723069,8.747053,4.271199,-9.040473,6.785586,-4.582685,-1.151366,-3.426646,-2.233580,-6.946069,-1.906019,4.360978,-0.656623,8.760381,6.295839,9.729432,-5.548417,-8.782866,0.403951,-4.362504,-3.637111,-7.427047,-7.411729,-9.871176,5.417082,8.236419,3.236034,-0.448118,2.577959,1.805235,5.712680,-3.698973,0.552288,-0.016122,-2.739446,-2.662126,5.401194,6.109189,3.911228,-6.832386,9.163120,-7.994791,7.528592,-1.493503,-9.234410,3.824431,-1.764071,-4.782827,5.041566,8.639880,0.854669,-8.595546,-8.787167,3.442939,-8.466721,6.629915,1.679359,4.769313,-3.818204,-5.742683,-3.425452,-8.105524,0.558345,7.126836,1.878354,7.818899,-5.535291,-2.720452,3.928087,8.375937,0.447162,3.091207,-9.618854,-2.024246,-8.402296,-8.853264,-8.199815,-0.166367,-3.636091,6.841751,-1.526487,7.218578,8.246205,-0.313654
9.779484,-3.683739,-7.659124,4.548797,2.498057,-3.401807,-8.876655,4.392533,7.156538,8.250181,-3.729112,4.975437,-7.285110,3.550436,-1.096476,-8.909173,-6.002402,-8.005269,-8.528028,1.973352,-6.407565,-7.381292,3.773538,3.426068,-1.017383,0.615288,-8.100419,-3.798806,-1.138506,1.585927,6.862711,-1.359022,7.902189,9.203587,-6.810226,0.400246,-4.198220,-5.686881,-5.207221,-7.041682,-7.436700,1.063667,7.933755,-4.721810,-5.385897,-3.162721,-3.630984,-1.388299,-1.167990,-2.159011,-9.414947,2.424445,0.459697,4.358590,-4.149487,9.442313,-5.026121,-2.249906,-4.356492,3.835372,9.336022,-7.493781,-7.523650,7.238210,-8.290194,-4.333876,-2.361544,-2.488414,-0.020756,2.431235,0.469904,2.542544,-6.505098,-1.596341,7.820733,-1.890995,5.240937,-5.810250,6.720705,-5.927053,2.030738,7.305758,6.497392,-7.509565,1.664349,-7.652094,-8.067252,6.638227,0.098000,-2.423744,0.473600,-0.565978,0.082476,2.949950,-3.327768,1.792282,8.616074,4.310688,9.303868,-1.404682
-8.862139,0.236825,8.177431,8.958595,8.345830,3.418368,-6.851656,5.066535,7.491316,5.179083,2.372293,3.988708,7.669518,-5.963358,6.336614,9.602266,-9.325131,-3.565386,-2.821477,1.148469,5.868635,7.260998,-5.901582,-7.459133,-0.946720,-7.285507,6.851555,-1.642852,1.309811,-6.406522,8.130921,2.447672,3.830303,6.308351,1.406267,2.176133,-0.273280,4.554611,-2.757332,-2.781964,-0.266306,9.614961,-8.793256,-2.596788,-6.348398,7.543358,-2.994522,-5.673529,-6.022029,4.184001,5.474940,9.846606,1.444999,9.573359,-7.612527,-9.501721,-7.712149,9.239028,-1.144573,3.597662,-7.167494,-3.013653,-3.954666,6.662809,-6.705301,7.451601,-1.161058,3.021419,2.006212,6.081609,-9.760546,-8.260094,5.696570,-8.553802,-0.856882,9.348172,8.989556,6.148596,-6.325356,-7.032473,0.332596,9.149584,-7.185867,-8.222405,8.722942,-4.798394,-7.724126,-8.989206,-5.559366,1.131301,4.608455,-2.726860,8.117648,-9.346211,-6.064051,-8.587653,8.105390,2.774891,4.433766,0.111602
